symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
TKU,Tung Kuang Industrial Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminum,2006-06-26,6596372.0,6596372.0,507174406200.0
TL4,Hydraulics Construction Corporation No.4 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2015-02-04,16008338.0,16008338.0,92347529400.0
TLD,Thang Long Urban Development and Construction Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-12-07,74752586.0,74752586.0,230985490740.0
TLG,Thien Long Group Corporation,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Nondurable Household Products,2010-03-26,77794453.0,77794453.0,3858604868800.0
TLH,Tienlen Steel Corporation Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2010-03-16,102110621.0,102110621.0,756639701610.0
TLI,Thang Loi International Garment Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2019-01-25,3000000.0,3000000.0,26400000000.0
TLP,Thanh Le Corporation,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2017-12-08,236600000.0,236600000.0,1821665230000.0
TLT,Viglacera ThangLong Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-08,6989800.0,6989800.0,83877600000.0
TMB,Vinacomin - Northern Coal Trading Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2017-01-16,15000000.0,15000000.0,388500000000.0
TMC,Thu Duc Trading and Import Export Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2006-12-26,12400000.0,12400000.0,127720000000.0
TMG,Vimico - Thai Nguyen Non Ferrous Metal Joint Stock Company ,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2017-02-07,18000000.0,18000000.0,1044000000000.0
TMP,Thac Mo Hydropower Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2009-06-18,70000000.0,70000000.0,3535000000000.0
TMS,Transimex Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2000-08-04,121749845.0,121749845.0,6257344816400.0
TMT,TMT Motors Corporation,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,2010-01-22,37287680.0,37287680.0,689618226000.0
TMW,Tan Mai General Wood Joint Stock Company,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2009-12-23,4662350.0,4662350.0,55481965000.0
TMX,VICEM Cement Trading Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2009-11-02,6000000.0,6000000.0,67800000000.0
TN1,TNS Holdings Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2019-05-30,43188087.0,43188087.0,742835096400.0
TNA,Thien Nam Trading Import-Export Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2005-07-20,49576264.0,49576264.0,279141527700.0
TNB,VNSTEEL - Nha Be Steel Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2010-04-16,14490000.0,14490000.0,173878524000.0
TNC,Thong Nhat Rubber Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2007-08-22,19250000.0,19250000.0,1301300000000.0
TNG,TNG Investment And Trading Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2007-11-22,105117758.0,105117758.0,1913143195600.0
TNH,Thai Nguyen International Hospital Joint Stock Company,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,2021-01-06,51874998.0,51874998.0,1906406176500.0
TNI,Thanh Nam Group Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2017-05-29,52500000.0,52500000.0,146475000000.0
TNM,Tranimexco Transportation Import-Export and Construction Joint-Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-10-27,5800000.0,5800000.0,17361120000.0
TNP,Thi Nai Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2016-12-23,7100000.0,7100000.0,127090000000.0
TNS,Thongnhat Flat Steel Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2017-01-06,20000000.0,20000000.0,44000000000.0
TNT,TNT Group Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2010-05-21,51000000.0,51000000.0,193800000000.0
TNW,Thai Nguyen Water Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-05-26,16000000.0,16000000.0,222400000000.0
TOP,Top One Allot Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2015-07-23,25350000.0,25350000.0,27885000000.0
TOS,Tan Cang Offshore Services Joint Stock Company,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2021-09-08,30999886.0,30999886.0,914496637000.0
TOT,Transimex Logistics Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2017-07-17,5495000.0,5495000.0,81875500000.0
TOW,Tra Noc - O Mon Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2019-01-25,7978150.0,7978150.0,129244426200.0
TPB,Tien Phong Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2018-04-19,1581755495.0,1581755495.0,35747674187000.0
TPC,Tan Dai Hung Plastic Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2007-11-28,24430596.0,24430596.0,146360214000.0
TPH,Hanoi Textbooks Printing Joint Stock Company,Consumer Services,Media,Media,Publishing,2006-12-15,2095985.0,2095985.0,30601381000.0
TPP,Tan Phu Viet Nam Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2008-09-26,45000000.0,45000000.0,459000000000.0
TPS,Sai Gon Transporation Parking Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2015-12-01,5000000.0,5000000.0,81000000000.0
TQN,Quang Ninh Pine Joint Stock Company,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2017-02-08,3600000.0,3600000.0,92519486000.0
TQW,Tuyen Quang Water Supply and Sewerage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2019-06-14,8933200.0,8933200.0,82185440000.0
TR1,Traco Transport Joint Stock Corporation No.1,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2020-08-24,4592490.0,4592490.0,48680394000.0
TRA,Traphaco Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2008-11-26,41453673.0,41453673.0,3722258492000.0
TRC,Tay Ninh Rubber Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2007-07-24,30000000.0,30000000.0,771812500000.0
TRS,Tracimexco - Supply Chains and Agency Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2015-09-18,4548413.0,4548413.0,144708384700.0
TRT,RedstarCera Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-03-16,11000000.0,11000000.0,144840537600.0
TS3,Truong Son 532 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2018-01-19,3851880.0,3851880.0,14829738000.0
TS4,Seafood Joint Stock Company No 4,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2002-08-08,16160646.0,16160646.0,19261912800.0
TSB,Tia Sang Battery Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2011-01-19,6745480.0,6745480.0,246884568000.0
TSC,Techno - Agricultural Supplying Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2007-10-04,196858925.0,196858925.0,692943416000.0
TSD,Truong Son Tourism Joint Stock Company Ceocco,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2018-01-10,1300000.0,1300000.0,7516600000.0
TSG,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company ,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-04-18,3074100.0,3074100.0,36274380000.0
TSJ,Hanoi Tourist Service Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2017-08-01,74800000.0,74800000.0,3590275200000.0
TST,Telecommunication Technical Service Joint Stock Company,Technology,Technology,Software & Computer Services,Computer Services,2007-12-13,4800000.0,4800000.0,49920000000.0
TTA,Truong Thanh Development and Construction Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2020-09-18,157462937.0,157462937.0,1407718656780.0
TTB,Tien Bo Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2015-01-26,101509583.0,101509583.0,242607903370.0
TTC,Thanh Thanh Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-08-08,5992348.0,5992348.0,77226864000.0
TTD,Tam Duc Cardiology Hospital Joint Stock Company,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,2017-02-06,15552000.0,15552000.0,1045094400000.0
TTE,Truong Thinh Energy Investment Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2018-12-10,28490400.0,28490400.0,349007400000.0
TTF,Truong Thanh Furniture Corporation,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2008-02-18,393548302.0,393548302.0,1644965795660.0
TTG,Thanh Tri Garment Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2010-02-02,2000000.0,2000000.0,8970000000.0
TTH,Tien Thanh Service and Trading Joint Stock Company,Consumer Services,Retail,General Retailers,Apparel Retailers,2016-10-26,37374846.0,37374846.0,74749692000.0
TTL,Thang Long Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2018-01-18,41908000.0,41908000.0,368312560000.0
TTN,Viet Nam Technology & Telecommunication Joint Stock Company,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,2017-04-19,36727500.0,36727500.0,330547500000.0
TTP,Tan Tien Plastic Packaging Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2006-12-05,14999998.0,14999998.0,417699093000.0
TTS,Thai Trung Steel Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2017-05-17,50800000.0,50800000.0,411480000000.0
TTT,Tay Ninh Tourist - Trading Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2017-06-02,4570210.0,4570210.0,351906170000.0
TTZ,Tien Trung Investment Construction and Technology Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2013-01-29,7570444.0,7570444.0,13626799200.0
TUG,Haiphong Tugboat and Transport Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-02-21,2700000.0,2700000.0,42930000000.0
TV1,Power Engineering Consulting Joint Stock Company 1,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2010-09-23,26691319.0,26691319.0,308631721597.0
TV2,Power Engineering Consulting Joint Stock Company 2,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2009-10-13,67526165.0,67526165.0,1529467637250.0
TV3,Power Engineering Consulting Joint Stock Company 3,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-12-01,9517303.0,9517303.0,132290317100.0
TV4,Power Engineering Consulting Joint Stock Company 4,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2008-07-22,19846016.0,19846016.0,278919051300.0
TV6,Thinh Vuong Power Construction Trading and Investment Joint Stock Company,Consumer Services,Retail,General Retailers,Specialty Retailers,2021-05-21,3000000.0,3000000.0,8700000000.0
TVA,Viglacera Thanh Tri Sanitary Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-04-11,6300000.0,6300000.0,83790000000.0
TVB,Tri Viet Securities Joint Stock Corporation,Financials,Financial Services,Financial Services,Investment Services,2015-06-18,112097019.0,112097019.0,457355837520.0
TVC,Tri Viet Asset Management Corporation Joint Stock Company,Financials,Financial Services,Financial Services,Specialty Finance,2014-09-23,118610670.0,118610670.0,569331216000.0
TVD,Vang Danh Coal Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2011-01-11,44962864.0,44962864.0,696924392000.0
TVG,Transport Investment And Construction Consultant Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-01-25,2029589.0,2029589.0,35923725300.0
TVH,Construction Consultation Joint Stock Company For Maritime Building,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2019-01-17,4004000.0,4004000.0,81681600000.0
TVM,Vinacomin Industry Investment Consulting Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2015-12-15,2400000.0,2400000.0,24000000000.0
TVN,Viet Nam Steel Corporation,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2016-01-18,678000000.0,678000000.0,3495768000000.0
TVP,TV.Pharm Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2017-08-17,29493529.0,29493529.0,660651600000.0
TVS,Thien Viet Securities Joint-Stock Company,Financials,Financial Services,Financial Services,Investment Services,2015-01-15,109175184.0,109175184.0,2456441640000.0
TVT,Viet Thang Corporation - JSC,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2017-07-17,21000000.0,21000000.0,480900000000.0
TVW,TraVinh Water Supply & Drainage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-12-11,14597860.0,14597860.0,102185020000.0
TW3,Central Pharmaceutical Joint Stock Company No.3,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2016-10-18,1750000.0,1750000.0,24687700000.0
TXM,VICEM Gypsum and Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-11,7000000.0,7000000.0,23800000000.0
TYA,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2006-02-15,6134773.0,6134773.0,360496838500.0
UCT,CanTho Urban Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2016-11-15,5344345.0,5344345.0,56115622500.0
UDC,Urban Development Construction Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-07-05,35000000.0,35000000.0,147500500000.0
UDJ,Becamex Urban Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-12-22,16500000.0,16500000.0,185394000000.0
UDL,Dak Lak Urban and Enviroment Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2020-01-09,6620000.0,6620000.0,102610000000.0
UEM,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2015-09-24,2438100.0,2438100.0,46811520000.0
UIC,Idico Urban and House Development Joint stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2007-11-12,8000000.0,8000000.0,298400000000.0
UMC,Nam Dinh Urband Construction Management Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-08-28,1841617.0,1841617.0,17863684900.0
UNI,Sao Mai Viet Investment and Development Joint Stock Company,Technology,Technology,Software & Computer Services,Computer Services,2006-05-30,15617632.0,15617632.0,131188108800.0
UPC,Vung Tau Urban and Parks Development Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Multiutilities,2017-04-21,3400000.0,3400000.0,52020000000.0
UPH,No 25 Central Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2016-12-29,13294641.0,13294641.0,151558907400.0
USC,Union of Survey And Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-02-06,5500000.0,5500000.0,86900000000.0
USD,Soc Trang Public Works Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2019-01-30,5600000.0,5600000.0,75600000000.0
V11,Vietnam Construction Joint Stock Company No11,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2012-01-16,8399889.0,8399889.0,5039933400.0
V12,Viet Nam Construction Joint Stock Company No 12,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-01-05,5818000.0,5818000.0,132650400000.0
V15,Vinaconex 15 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-12-17,10000000.0,10000000.0,5000000000.0
V21,Vinaconex 21 Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-04-21,11999789.0,11999789.0,40799282600.0
VAB,Vietnam-Asia Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2021-07-20,539960043.0,539960043.0,3941708313900.0
VAF,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-06-23,37665348.0,37665348.0,382303282200.0
VAT,Van Xuan VT Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2010-12-15,4612953.0,4612953.0,3181467100.0
VAV,VIWACO Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-07-26,32000000.0,32000000.0,744544000000.0
VBB,Vietnam Thuong Tin Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2019-07-30,477682669.0,477682669.0,5008025101796.0
VBC,Vinh Plastic and Bags Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2010-03-17,7499972.0,7499972.0,143999232000.0
VBG,Vinacomin - Viet Bac Geology Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2017-03-24,8600000.0,8600000.0,49020000000.0
VBH,Viettronics Binh Hoa Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2006-12-29,2900000.0,2900000.0,51910000000.0
VC1,Construction Joint Stock Company No 1,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-05-14,12000000.0,12000000.0,96000000000.0
VC2,VINA2 Investment and Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2006-12-11,47199410.0,47199410.0,415354808000.0
VC3,Nam MeKong Group Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Services,2007-12-13,100217588.0,100217588.0,2926353569600.0
VC5,Construction Joint Stock Company - Number 5,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-01-16,5000000.0,5000000.0,4000000000.0
VC6,Visicons Construction and Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-01-28,8799882.0,8799882.0,65999115000.0
VC7,BGI Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2007-12-28,48045592.0,48045592.0,336316946000.0
VC9,VC9 - No 9 Construction Joint Stock Company ,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-11-05,12000000.0,12000000.0,52628400000.0
VCA,VNSTEEL - VICASA Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2011-02-21,15187322.0,15187322.0,149139502040.0
VCB,Joint Stock Commercial Bank For Foreign Trade Of Vietnam,Banks,Banks,Banks,Banks,2009-06-30,4732516571.0,4732516571.0,435391524532000.0
VCC,Vinaconex 25 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-02-05,12000000.0,12000000.0,158400000000.0
VCE,Construction Environment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-12-29,5000000.0,5000000.0,40000000000.0
VCF,Vinacafe Bien Hoa Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2011-01-28,26579135.0,26579135.0,5608197485000.0
VCG,Vietnam Construction And Import - Export Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-09-05,485879878.0,485879878.0,10106301462400.0
VCI,Viet Capital Securities Joint Stock Company,Financials,Financial Services,Financial Services,Investment Services,2017-07-07,435499901.0,435499901.0,14502146703300.0
VCM,Vinaconex Trading And Manpower Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,2010-05-11,3000000.0,3000000.0,66000000000.0
VCP,VCP Power & Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-12-16,83789658.0,83789658.0,2128257313200.0
VCR,Vinaconex Investment and Tourism Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-05-10,210000000.0,210000000.0,4552590000000.0
VCS,VICOSTONE Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2007-12-17,160000000.0,160000000.0,8128000000000.0
VCT,Vinaconex's Construction Consultant Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2010-07-15,1100000.0,1100000.0,17600000000.0
VCW,Song Da Water Investment Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-11-23,75000000.0,75000000.0,3210000000000.0
VCX,Yen Binh Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2014-04-01,26530000.0,26530000.0,132650000000.0
VDB,Dong Bac Transport and Processing of Coal Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2018-11-22,8678238.0,8678238.0,7810414200.0
VDL,Lam Dong Foodstuffs Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners,2007-11-27,14657150.0,14657150.0,233048685000.0
VDN,Vinatex Da Nang Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2010-07-15,3142910.0,3142910.0,44143293000.0
VDP,VIDIPHA Central Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2017-08-15,16831904.0,16831904.0,637929161600.0
VDS,Viet Dragon Securities Corporation,Financials,Financial Services,Financial Services,Investment Services,2010-05-25,210000000.0,210000000.0,1753500000000.0
VDT,Binh Tay Steel Netting Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2011-03-01,1965440.0,1965440.0,68397312000.0
VE1,VNECO 1 Electricity Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-09-04,6000000.0,6000000.0,15421328000.0
VE2,VNECO 2 Electricity Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-07-26,2158880.0,2158880.0,13637520000.0
VE3,VNECO 3 Electricity Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-06-30,1319710.0,1319710.0,11877390000.0
VE4,VNECO4 Electricity Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2012-10-16,1028000.0,1028000.0,113080000000.0
VE8,Vneco 8 Electricity Construction Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2012-08-27,1800000.0,1800000.0,9180000000.0
VE9,VNECO 9 Investment & Construction JSC,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-01-23,12523613.0,12523613.0,21642503400.0
VEA,Vietnam Engine and Agricultural Machinery Corporation,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2018-07-02,1328800000.0,1328800000.0,49915043200000.0
VEC,Vietnam Electronics And Informatics Joint Stock Corporation,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,2017-07-14,43800000.0,43800000.0,450395400000.0
VEF,Vietnam Exhibition Fair Centre Joint Stock Company,Consumer Services,Media,Media,Media Agencies,2015-12-22,166604050.0,166604050.0,11578772975000.0
VES,Meca Vneco Investment And Electricity Construction Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2010-04-14,9007500.0,9007500.0,36930750000.0
VET,NAVETCO National Veterinary Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2017-12-13,16000000.0,16000000.0,763840000000.0
VFC,Vinafco Joint Stock Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2006-06-26,34000000.0,34000000.0,1879339047200.0
VFG,Vietnam Fumigation Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2009-12-17,41714614.0,41714614.0,1482883427700.0
VFR,Transport and Chartering Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2006-12-28,15000000.0,15000000.0,104700000000.0
VFS,Viet First Securities Corporation,Financials,Financial Services,Financial Services,Investment Services,2020-07-01,80250000.0,80250000.0,1804100250000.0
VGC,Viglacera Corporation,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2015-10-15,448350000.0,448350000.0,15288735000000.0
VGG,Viet Tien Garment Corporation,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2016-03-10,44100000.0,44100000.0,1552320000000.0
VGI,Viettel Global Investment Joint Stock Company,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications,2018-09-25,3043811200.0,3043811200.0,64644462265600.0
VGL,Vingal Industries Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2016-08-15,9325155.0,9325155.0,187435615500.0
VGP,The Vegetexco Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2006-11-29,8214692.0,8214692.0,209734709600.0
VGR,VIP Green Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2018-04-12,63250000.0,63250000.0,2182125000000.0
VGS,Vietnam-Germany Steel Pipe Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2008-12-04,48427921.0,48427921.0,644091349300.0
VGT,Vietnam National Textile And Garment Group,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2017-01-03,500000000.0,500000000.0,5664000000000.0
VGV,Vietnam National Construction Consultants Corporation - JSC,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-07-17,35774448.0,35774448.0,547456377744.0
VHC,Vinh Hoan Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2007-12-24,183376956.0,183376956.0,10305784927200.0
VHD,VINAHUD Urban and Housing Development Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-06-22,38000000.0,38000000.0,492100000000.0
VHE,Viet Nam Herbs and Foods Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2019-01-14,33140000.0,33140000.0,92791988800.0
VHF,Vinh Ha Food Processing And Construction Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2010-05-07,21500000.0,21500000.0,215000000000.0
VHG,Viet Trung Nam Investment and Development Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,2008-01-28,150000000.0,150000000.0,345750000000.0
VHH,Thanh Dat Investment House Trading Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2010-07-28,7500000.0,7500000.0,60750000000.0
VHL,Viglacera Ha Long Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2009-02-12,25000000.0,25000000.0,587500000000.0
VHM,Vinhomes Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2018-05-17,4354367488.0,4354367488.0,222072741888000.0
VIB,Vietnam International Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2017-01-09,2107672945.0,2107672945.0,46579572084500.0
VIC,VinGroup Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2007-09-19,3813935561.0,3813935561.0,216631539864800.0
