branch_no,branch,department_no,department,head,head_no,name,party,state,district,president,start_date,end_date,birth_country
3,judicial,0,Supreme Court,Associate Justice,6.0,James Iredell,,North Carolina,,George Washington,,,
3,judicial,0,Supreme Court,Associate Justice,7.0,Thomas Johnson,,Maryland,,George Washington,,,
3,judicial,0,Supreme Court,Associate Justice,8.0,William Paterson,,New Jersey,,George Washington,,,
3,judicial,0,Supreme Court,Associate Justice,9.0,Samuel Chase,,Maryland,,George Washington,,,
3,judicial,0,Supreme Court,Chief Justice,10.0,Oliver Ellsworth,,Connecticut,,George Washington,,,
3,judicial,0,Supreme Court,Associate Justice,11.0,Bushrod Washington,,Virginia,,John Adams,,,
3,judicial,0,Supreme Court,Associate Justice,12.0,Alfred Moore,,North Carolina,,John Adams,,,
3,judicial,0,Supreme Court,Chief Justice,13.0,John Marshall,,Virginia,,Thomas Jefferson,,,
3,judicial,0,Supreme Court,Associate Justice,14.0,William Johnson,,South Carolina,,Thomas Jefferson,,,
3,judicial,0,Supreme Court,Associate Justice,15.0,Henry Brockholst Livingston,,New York,,Thomas Jefferson,,,
3,judicial,0,Supreme Court,Associate Justice,16.0,Thomas Todd,,Kentucky,,Thomas Jefferson,,,
3,judicial,0,Supreme Court,Associate Justice,17.0,Gabriel Duvall,,Maryland,,James Madison,,,
3,judicial,0,Supreme Court,Associate Justice,18.0,Joseph Story,,Massachusetts,,James Madison,,,
3,judicial,0,Supreme Court,Associate Justice,19.0,Smith Thompson,,New York,,James Monroe,,,
3,judicial,0,Supreme Court,Associate Justice,20.0,Robert Trimble,,Kentucky,,John Quincy Adams,,,
3,judicial,0,Supreme Court,Associate Justice,21.0,John McLean,,Ohio,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Associate Justice,22.0,Henry Baldwin,,Pennsylvania,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Associate Justice,23.0,James Moore Wayne,,Georgia,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Chief Justice,24.0,Roger B. Taney,,Maryland,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Associate Justice,25.0,Philip P. Barbour,,Virginia,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Associate Justice,26.0,John Catron,,Tennessee,,Andrew Jackson,,,
3,judicial,0,Supreme Court,Associate Justice,27.0,John McKinley,,Alabama,,Martin Van Buren,,,
3,judicial,0,Supreme Court,Associate Justice,28.0,Peter Vivian Daniel,,Virginia,,Martin Van Buren,,,
3,judicial,0,Supreme Court,Associate Justice,29.0,Samuel Nelson,,New York,,John Tyler,,,
3,judicial,0,Supreme Court,Associate Justice,30.0,Levi Woodbury,,New Hampshire,,James K. Polk,,,
3,judicial,0,Supreme Court,Associate Justice,31.0,Robert Cooper Grier,,Pennsylvania,,James K. Polk,,,
3,judicial,0,Supreme Court,Associate Justice,32.0,Benjamin Robbins Curtis,,Massachusetts,,Millard Fillmore,,,
3,judicial,0,Supreme Court,Associate Justice,33.0,John Archibald Campbell,,Alabama,,Franklin Pierce,,,
3,judicial,0,Supreme Court,Associate Justice,34.0,Nathan Clifford,,Maine,,James Buchanan,,,
3,judicial,0,Supreme Court,Associate Justice,35.0,Noah Haynes Swayne,,Ohio,,Abraham Lincoln,,,
3,judicial,0,Supreme Court,Associate Justice,36.0,Samuel Freeman Miller,,Iowa,,Abraham Lincoln,,,
3,judicial,0,Supreme Court,Associate Justice,37.0,David Davis,,Illinois,,Abraham Lincoln,,,
3,judicial,0,Supreme Court,Associate Justice,38.0,Stephen Johnson Field,,California,,Abraham Lincoln,,,
3,judicial,0,Supreme Court,Chief Justice,39.0,Salmon P. Chase,,Ohio,,Abraham Lincoln,,,
3,judicial,0,Supreme Court,Associate Justice,40.0,William Strong,,Pennsylvania,,Ulysses S. Grant,,,
3,judicial,0,Supreme Court,Associate Justice,41.0,Joseph P. Bradley,,New Jersey,,Ulysses S. Grant,,,
3,judicial,0,Supreme Court,Associate Justice,42.0,Ward Hunt,,New York,,Ulysses S. Grant,,,
3,judicial,0,Supreme Court,Chief Justice,43.0,Morrison Waite,,Ohio,,Ulysses S. Grant,,,
3,judicial,0,Supreme Court,Associate Justice,44.0,John Marshall Harlan,,Kentucky,,Rutherford B. Hayes,,,
3,judicial,0,Supreme Court,Associate Justice,45.0,William Burnham Woods,,Georgia,,Rutherford B. Hayes,,,
3,judicial,0,Supreme Court,Associate Justice,46.0,Stanley Matthews,,Ohio,,James A. Garfield,,,
3,judicial,0,Supreme Court,Associate Justice,47.0,Horace Gray,,Massachusetts,,Chester A. Arthur,,,
3,judicial,0,Supreme Court,Associate Justice,48.0,Samuel Blatchford,,New York,,Chester A. Arthur,,,
3,judicial,0,Supreme Court,Associate Justice,49.0,Lucius Quintus Cincinnatus Lamar,,Mississippi,,Grover Cleveland,,,
3,judicial,0,Supreme Court,Chief Justice,50.0,Melville Fuller,,Illinois,,Grover Cleveland,,,
3,judicial,0,Supreme Court,Associate Justice,51.0,David J. Brewer,,Kansas,,Benjamin Harrison,,,
3,judicial,0,Supreme Court,Associate Justice,52.0,Henry Billings Brown,,Michigan,,Benjamin Harrison,,,
3,judicial,0,Supreme Court,Associate Justice,53.0,George Shiras Jr.,,Pennsylvania,,Benjamin Harrison,,,
3,judicial,0,Supreme Court,Associate Justice,54.0,Howell Edmunds Jackson,,Tennessee,,Benjamin Harrison,,,
3,judicial,0,Supreme Court,Associate Justice,55.0,Edward Douglass White,,Louisiana,,Grover Cleveland,,,
3,judicial,0,Supreme Court,Associate Justice,56.0,Rufus W. Peckham,,New York,,Grover Cleveland,,,
3,judicial,0,Supreme Court,Associate Justice,57.0,Joseph McKenna,,California,,William McKinley,,,
3,judicial,0,Supreme Court,Associate Justice,58.0,Oliver Wendell Holmes Jr.,,Massachusetts,,Theodore Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,59.0,William R. Day,,Ohio,,Theodore Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,60.0,William Henry Moody,,Massachusetts,,Theodore Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,61.0,Horace Harmon Lurton,,Tennessee,,William Howard Taft,,,
3,judicial,0,Supreme Court,Associate Justice,62.0,Charles Evans Hughes,,New York,,William Howard Taft,,,
3,judicial,0,Supreme Court,Associate Justice,63.0,Willis Van Devanter,,Wyoming,,William Howard Taft,,,
3,judicial,0,Supreme Court,Associate Justice,64.0,Joseph Rucker Lamar,,Georgia,,William Howard Taft,,,
3,judicial,0,Supreme Court,Associate Justice,65.0,Mahlon Pitney,,New Jersey,,William Howard Taft,,,
3,judicial,0,Supreme Court,Associate Justice,66.0,James Clark McReynolds,,Tennessee,,Woodrow Wilson,,,
3,judicial,0,Supreme Court,Associate Justice,67.0,Louis Brandeis,,Massachusetts,,Woodrow Wilson,,,
3,judicial,0,Supreme Court,Associate Justice,68.0,John Hessin Clarke,,Ohio,,Woodrow Wilson,,,
3,judicial,0,Supreme Court,Chief Justice,69.0,William Howard Taft,,Connecticut,,Warren G. Harding,,,
3,judicial,0,Supreme Court,Associate Justice,70.0,George Sutherland,,Utah,,Warren G. Harding,,,
3,judicial,0,Supreme Court,Associate Justice,71.0,Pierce Butler,,Minnesota,,Warren G. Harding,,,
3,judicial,0,Supreme Court,Associate Justice,72.0,Edward Terry Sanford,,Tennessee,,Warren G. Harding,,,
3,judicial,0,Supreme Court,Associate Justice,73.0,Harlan F. Stone,,New York,,Calvin Coolidge,,,
3,judicial,0,Supreme Court,Associate Justice,74.0,Owen Roberts,,Pennsylvania,,Herbert Hoover,,,
3,judicial,0,Supreme Court,Associate Justice,75.0,Benjamin N. Cardozo,,New York,,Herbert Hoover,,,
3,judicial,0,Supreme Court,Associate Justice,76.0,Hugo Black,,Alabama,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,77.0,Stanley Forman Reed,,Kentucky,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,78.0,Felix Frankfurter,,Massachusetts,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,79.0,William O. Douglas,,Connecticut,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,80.0,Frank Murphy,,Michigan,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,81.0,James F. Byrnes,,South Carolina,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,82.0,Robert H. Jackson,,New York,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,83.0,Wiley Blount Rutledge,,Iowa,,Franklin D. Roosevelt,,,
3,judicial,0,Supreme Court,Associate Justice,84.0,Harold Hitz Burton,,Ohio,,Harry S. Truman,,,
3,judicial,0,Supreme Court,Chief Justice,85.0,Fred M. Vinson,,Kentucky,,Harry S. Truman,,,
3,judicial,0,Supreme Court,Associate Justice,86.0,Tom C. Clark,,Texas,,Harry S. Truman,,,
3,judicial,0,Supreme Court,Associate Justice,87.0,Sherman Minton,,Indiana,,Harry S. Truman,,,
3,judicial,0,Supreme Court,Chief Justice,88.0,Earl Warren,,California,,Dwight D. Eisenhower,,,
3,judicial,0,Supreme Court,Associate Justice,89.0,John Marshall Harlan II,,New York,,Dwight D. Eisenhower,,,
3,judicial,0,Supreme Court,Associate Justice,90.0,William J. Brennan Jr.,,New Jersey,,Dwight D. Eisenhower,,,
3,judicial,0,Supreme Court,Associate Justice,91.0,Charles Evans Whittaker,,Missouri,,Dwight D. Eisenhower,,,
3,judicial,0,Supreme Court,Associate Justice,92.0,Potter Stewart,,Ohio,,Dwight D. Eisenhower,,,
3,judicial,0,Supreme Court,Associate Justice,93.0,Byron White,,Colorado,,John F. Kennedy,,,
3,judicial,0,Supreme Court,Associate Justice,94.0,Arthur Goldberg,,Illinois,,John F. Kennedy,,,
3,judicial,0,Supreme Court,Associate Justice,95.0,Abe Fortas,,Tennessee,,Lyndon B. Johnson,,,
3,judicial,0,Supreme Court,Associate Justice,96.0,Thurgood Marshall,,New York,,Lyndon B. Johnson,,,
3,judicial,0,Supreme Court,Chief Justice,97.0,Warren E. Burger,,Virginia,,Richard Nixon,,,
3,judicial,0,Supreme Court,Associate Justice,98.0,Harry Blackmun,,Minnesota,,Richard Nixon,,,
3,judicial,0,Supreme Court,Associate Justice,99.0,Lewis F. Powell Jr.,,Virginia,,Richard Nixon,,,
3,judicial,0,Supreme Court,Associate Justice,100.0,William Rehnquist,,Arizona,,Richard Nixon,,,
3,judicial,0,Supreme Court,Associate Justice,101.0,John Paul Stevens,,Illinois,,Gerald Ford,,,
3,judicial,0,Supreme Court,Associate Justice,102.0,Sandra Day O'Connor,,Arizona,,Ronald Reagan,,,
3,judicial,0,Supreme Court,Associate Justice,103.0,Antonin Scalia,,Virginia,,Ronald Reagan,,,
3,judicial,0,Supreme Court,Associate Justice,104.0,Anthony Kennedy,,California,,Ronald Reagan,,,
3,judicial,0,Supreme Court,Associate Justice,105.0,David Souter,,New Hampshire,,George H. W. Bush,,,
3,judicial,0,Supreme Court,Associate Justice,106.0,Clarence Thomas,,Georgia,,George H. W. Bush,,,
3,judicial,0,Supreme Court,Associate Justice,107.0,Ruth Bader Ginsburg,,New York,,Bill Clinton,,,
3,judicial,0,Supreme Court,Associate Justice,108.0,Stephen Breyer,,Massachusetts,,Bill Clinton,,,
3,judicial,0,Supreme Court,Chief Justice,109.0,John Roberts,,Maryland,,George W. Bush,,,
3,judicial,0,Supreme Court,Associate Justice,110.0,Samuel Alito,,New Jersey,,George W. Bush,,,
3,judicial,0,Supreme Court,Associate Justice,111.0,Sonia Sotomayor,,New York,,Barack Obama,,,
3,judicial,0,Supreme Court,Associate Justice,112.0,Elena Kagan,,Massachusetts,,Barack Obama,,,
3,judicial,0,Supreme Court,Associate Justice,113.0,Neil Gorsuch,,Colorado,,Donald Trump,,,
3,judicial,0,Supreme Court,Associate Justice,114.0,Brett Kavanaugh,,Maryland,,Donald Trump,,,
3,judicial,0,Supreme Court,Associate Justice,115.0,Amy Coney Barrett,,Indiana,,Donald Trump,,,
3,judicial,0,Supreme Court,Associate Justice,116.0,Ketanji Brown Jackson,,"Washington, D.C.",,Joe Biden,,,
