id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
H001085,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001085.,Chrissy,,Houlahan,,1967-06-05,F,D,,RepHoulahan,,,412810,,178893,,N00040949,/g/11fghyq4ym,H8PA06087,https://houlahan.house.gov,,,True,,,,6,2024,378,10,1,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pa/cd:6,1727 Longworth House Office Building,202-225-4315,,PA,6,False,4206,2.65,90.19,5.72
H000874,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000874.,Steny,H.,Hoyer,,1939-06-14,M,D,House Majority Leader,LeaderHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,H2MD05155,https://hoyer.house.gov,,,True,,,,44,2024,378,46,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,202-225-4131,,MD,5,False,2405,12.17,93.96,1.51
H001094,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001094.,Valerie,,Hoyle,,1964-02-14,F,D,,repvalhoyle,,,456932,,,,,,H2OR04095,https://hoyle.house.gov/,,,True,,,,2,2024,378,19,1,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:or/cd:4,1620 Longworth House Office Building,202-225-6416,,OR,4,False,4104,5.03,93.02,2.79
H001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001067.,Richard,,Hudson,,1971-11-04,M,R,House Republican Conference Secretary,RepRichHudson,RepRichHudson,RepRichHudson,412550,79622,136448,21346,N00033630,/m/0nbwfxs,H2NC08185,https://hudson.house.gov,,,True,,,,12,2024,378,8,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:nc/cd:9,2112 Rayburn House Office Building,202-225-3715,,NC,9,False,3709,2.12,93.22,2.71
H001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001068.,Jared,,Huffman,,1964-02-18,M,D,,RepHuffman,RepHuffman,rephuffman,412511,622431,59849,21303,N00033030,/m/0ksfyx,H2CA06259,https://huffman.house.gov,,,True,,,,12,2024,378,20,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:2,2445 Rayburn House Office Building,202-225-5161,,CA,2,False,0602,5.29,91.88,3.92
H001058,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001058.,Bill,,Huizenga,,1969-01-31,M,R,,RepHuizenga,RepHuizenga,RepHuizenga,412437,1033765,38351,21142,N00030673,/m/05b0j1w,H0MI02094,https://huizenga.house.gov,https://huizenga.house.gov/news/rss.aspx,,True,,,,14,2024,378,2,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:mi/cd:4,2232 Rayburn House Office Building,202-225-4401,,MI,4,False,2604,0.53,93.33,2.67
H001095,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001095.,Wesley,,Hunt,,1981-11-13,M,R,,RepWesleyHunt,,,456946,,,,,,H0TX07170,https://hunt.house.gov/,,,True,,,,2,2024,378,88,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:tx/cd:38,1520 Longworth House Office Building,202-225-5646,,TX,38,False,4838,23.28,88.24,7.27
I000056,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000056.,Darrell,,Issa,,1953-11-01,M,R,,DarrellIssa,darrellissa,repdarrellissa,400196,90066,16553,20107,N00007017,/m/01r7wc,H0CA48024,https://issa.house.gov,,,True,,,,4,2024,378,9,1,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ca/cd:48,2108 Rayburn House Office Building,202-225-5672,,CA,48,False,0648,2.38,94.29,1.63
I000058,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000058.,Glenn,,Ivey,,1961-02-27,M,D,,RepGlennIvey,,,456905,,,,,,H2MD04315,https://ivey.house.gov/,,,True,,,,2,2024,378,0,2,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:md/cd:4,1529 Longworth House Office Building,202-225-8699,,MD,4,False,2404,0.0,94.43,1.59
J000304,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000304.,Ronny,,Jackson,,1967-05-04,M,R,,RepRonnyJackson,,,456847,,,,N00046055,/g/11gfhx0vbg,H0TX13228,https://jackson.house.gov,,,True,,,,4,2024,378,8,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tx/cd:13,446 Cannon House Office Building,202-225-3706,,TX,13,False,4813,2.12,89.97,5.96
J000308,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000308.,Jeffrey,,Jackson,,1982-09-12,M,D,,,,,456916,,,,,,H2NC14076,https://jeffjackson.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:nc/cd:14,1318 Longworth House Office Building,202-225-5634,,NC,14,False,3714,0.0,92.31,3.71
J000309,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000309.,Jonathan,,Jackson,,1966-01-07,M,D,,,,,456899,,,,,,H2IL01349,https://jonathanjackson.house.gov/,,,True,,,,2,2024,378,11,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:il/cd:1,1641 Longworth House Office Building,202-225-4372,,IL,1,False,1701,2.91,94.54,1.37
J000032,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000032.,Sheila,,Jackson Lee,,1950-01-12,F,D,,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,400199,36819,21692,29573,N00005818,/m/02fj6h,H4TX18054,https://jacksonlee.house.gov,https://jacksonlee.house.gov/rss.xml,,True,,,,30,2024,378,33,2,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tx/cd:18,2314 Rayburn House Office Building,202-225-3816,,TX,18,False,4818,8.73,92.73,2.91
J000305,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000305.,Sara,,Jacobs,,1989-02-01,F,D,,RepSaraJacobs,,,456804,,,,N00042081,/g/11ghs2x3tm,H8CA49074,https://sarajacobs.house.gov,,,True,,,,4,2024,378,5,1,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:51,1314 Longworth House Office Building,202-225-2040,,CA,51,False,0651,1.32,93.55,2.42
J000307,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000307.,John,,James,,1981-06-08,M,R,,,,,456907,,,,,,H2MI10150,https://james.house.gov/,,,True,,,,2,2024,378,1,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:mi/cd:10,1319 Longworth House Office Building,202-225-4961,,MI,10,False,2610,0.26,93.62,2.39
J000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000298.,Pramila,,Jayapal,,1965-09-21,F,D,,RepJayapal,RepJayapal,,412730,9267128,153141,21726,N00038858,/m/0c3dxcq,H6WA07458,https://jayapal.house.gov,https://jayapal.house.gov/category/news/feed/,,True,,,,8,2024,378,3,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:wa/cd:7,2346 Rayburn House Office Building,202-225-3106,,WA,7,False,5307,0.79,91.44,4.55
J000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000294.,Hakeem,,Jeffries,,1970-08-04,M,D,House Democratic Caucus Chair,RepJeffries,RepHakeemJeffries,,412561,79612,55285,21343,N00033640,/m/025_74m,H2NY10092,https://jeffries.house.gov,https://jeffries.house.gov/feed/,,True,,,,12,2024,378,0,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:ny/cd:8,2433 Rayburn House Office Building,202-225-5936,,NY,8,False,3608,0.0,94.96,1.06
J000292,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000292.,Bill,,Johnson,,1954-11-10,M,R,,RepBillJohnson,RepBillJohnson,RepBillJohnson,412460,623472,120649,21162,N00032088,/m/0ds3q2f,H0OH06189,https://billjohnson.house.gov,https://billjohnson.house.gov/news/rss.aspx,,True,,,,14,2024,378,1,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:oh/cd:6,2082 Rayburn House Office Building,202-225-5705,,OH,6,False,3906,0.26,94.95,1.06
J000288,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000288.,Hank,,Johnson,,1954-10-02,M,D,,RepHankJohnson,115356957005,RepHankJohnson,412199,1020576,68070,20712,N00027848,/m/0flgyy,H6GA04129,https://hankjohnson.house.gov,https://hankjohnson.house.gov/rss.xml,,True,,,,18,2024,378,11,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ga/cd:4,2240 Rayburn House Office Building,202-225-1605,,GA,4,False,1304,2.91,91.53,4.37
J000301,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000301.,Dusty,,Johnson,,1976-09-30,M,R,,RepJohnson,,,412816,,48307,,N00040559,/g/11dyzlcnbr,H8SD01055,https://dustyjohnson.house.gov,,,True,,,,6,2024,378,0,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:sd/cd:1,1714 Longworth House Office Building,202-225-2801,,SD,At-Large,True,4600,0.0,94.43,1.59
J000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000299.,Mike,,Johnson,,1972-01-30,M,R,House Republican Conference Vice Chair,RepMikeJohnson,RepMikeJohnson,,412706,106095,156097,21727,N00039106,/m/0131jn2m,H6LA04138,https://mikejohnson.house.gov,,,True,,,,8,2024,378,16,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:la/cd:4,568 Cannon House Office Building,202-225-2777,,LA,4,False,2204,4.23,92.52,3.32
J000289,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000289.,Jim,,Jordan,,1964-02-17,M,R,,Jim_Jordan,repjimjordan,RepJimJordan,412226,1022879,8158,20738,N00027894,/m/04l4x5,H6OH04082,https://jordan.house.gov,,,True,,,,18,2024,378,5,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:oh/cd:4,2056 Rayburn House Office Building,202-225-2676,,OH,4,False,3904,1.32,89.52,6.45
J000302,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000302.,John,,Joyce,,1957-02-08,M,R,,RepJohnJoyce,,,412812,,178911,,N00043242,/g/11fgkqqf2l,H8PA13125,https://johnjoyce.house.gov,,,True,,,,6,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pa/cd:13,152 Cannon House Office Building,202-225-2431,,PA,13,False,4213,0.0,91.78,4.24
J000295,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000295.,Dave,,Joyce,,1957-03-17,M,R,,RepDaveJoyce,RepDaveJoyce,repdavejoyce,412566,68561,143052,21353,N00035007,/m/0ktwnp_,H2OH14064,https://joyce.house.gov,https://joyce.house.gov/rss/press-releases.xml,,True,,,,12,2024,378,25,2,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:oh/cd:14,2065 Rayburn House Office Building,202-225-5731,,OH,14,False,3914,6.61,90.06,5.68
K000400,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000400.,Sydney,,Kamlager-Dove,,1972-07-20,F,D,,,,,456884,,,,,,H2CA37304,https://kamlager-dove.house.gov/,,,True,,,,2,2024,378,6,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:37,1419 Longworth House Office Building,202-225-7084,,CA,37,False,0637,1.59,92.18,3.77
K000009,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000009.,Marcy,,Kaptur,,1946-06-17,F,D,,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,400211,1458,27016,15029,N00003522,/m/039s3l,H2OH09031,https://kaptur.house.gov,https://kaptur.house.gov/rss.xml,,True,,,,42,2024,378,7,1,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:oh/cd:9,2186 Rayburn House Office Building,202-225-4146,,OH,9,False,3909,1.85,89.73,6.22
K000398,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000398.,Thomas,,Kean,,1968-09-05,M,R,,CongressmanKean,,,456917,,,,,,H0NJ07261,https://kean.house.gov/,,,True,,,,2,2024,378,3,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:nj/cd:7,251 Cannon House Office Building,202-225-5361,,NJ,7,False,3407,0.79,89.57,6.42
K000375,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000375.,Bill,,Keating,,1952-09-06,M,D,,USRepKeating,Congressman.Keating,RepBillKeating,412435,61856,4743,21140,N00031933,/m/09v6g7c,H0MA10082,https://keating.house.gov,https://keating.house.gov/rss.xml,,True,,,,14,2024,378,7,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ma/cd:9,2351 Rayburn House Office Building,202-225-3111,,MA,9,False,2509,1.85,94.05,1.89
K000376,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000376.,Mike,,Kelly,,1948-05-10,M,R,,MikeKellyPA,191056827594903,repmikekelly,412465,62696,119463,21167,N00031647,/m/0ds6wcw,H0PA03271,https://kelly.house.gov,https://kelly.house.gov/rss.xml,,True,,,,14,2024,378,65,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pa/cd:16,1707 Longworth House Office Building,202-225-5406,,PA,16,False,4216,17.2,92.63,2.56
K000388,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000388.,Trent,,Kelly,,1966-03-01,M,R,,RepTrentKelly,reptrentkelly,,412673,97322,156389,21561,N00037003,/m/013b9qgh,H6MS01131,https://trentkelly.house.gov,,,True,,,,10,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ms/cd:1,2243 Rayburn House Office Building,202-225-4306,,MS,1,False,2801,0.0,92.84,3.18
K000385,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000385.,Robin,,Kelly,,1956-04-30,F,D,,RepRobinKelly,reprobinkelly,,412595,70399,33384,21371,N00035215,/m/0g8l32,H2IL02172,https://robinkelly.house.gov,,,True,,,,12,2024,378,40,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:il/cd:2,2329 Rayburn House Office Building,202-225-0773,,IL,2,False,1702,10.58,93.77,1.78
K000389,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000389.,Ro,,Khanna,,1976-09-13,M,D,,RepRoKhanna,RepRoKhanna,,412684,31129,29473,21728,N00026427,/m/0q3z5xy,H4CA12055,https://khanna.house.gov,https://khanna.house.gov/rss.xml,,True,,,,8,2024,378,3,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:17,306 Cannon House Office Building,202-225-2631,,CA,17,False,0617,0.79,93.58,2.41
K000399,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000399.,Jennifer,,Kiggans,,1971-06-18,F,R,,,,,456947,,,,,,H2VA02064,https://kiggans.house.gov/,,,True,,,,2,2024,378,7,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:va/cd:2,1037 Longworth House Office Building,202-225-4215,,VA,2,False,5102,1.85,90.54,5.41
K000380,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000380.,Dan,,Kildee,,1958-08-11,M,D,,RepDanKildee,RepDanKildee,RepDanKildee,412546,623723,136102,21372,N00033395,/m/0n4c3yt,H2MI05119,https://dankildee.house.gov,https://dankildee.house.gov/rss.xml,,True,,,,12,2024,378,21,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:mi/cd:8,200 Cannon House Office Building,202-225-3611,,MI,8,False,2608,5.56,89.89,5.9
K000401,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000401.,Kevin,,Kiley,,1985-01-30,M,R,,RepKiley,,,456881,,169303,,,,H2CA03157,https://kiley.house.gov/,,,True,,,,2,2024,378,2,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:3,1032 Longworth House Office Building,202-225-2523,,CA,3,False,0603,0.53,93.33,2.67
K000381,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000381.,Derek,,Kilmer,,1974-01-01,M,D,,RepDerekKilmer,derek.kilmer,,412583,68310,51516,21368,N00034453,/m/03w9yd6,H2WA06129,https://kilmer.house.gov,,,True,,,,12,2024,378,13,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:wa/cd:6,1226 Longworth House Office Building,202-225-5916,,WA,6,False,5306,3.44,94.23,1.65
K000394,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000394.,Andy,,Kim,,1982-07-12,M,D,,RepAndyKimNJ,,,412797,,179640,,N00041370,/g/11f730yxds,H8NJ03206,https://kim.house.gov,,,True,,,,6,2024,378,3,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:nj/cd:3,2444 Rayburn House Office Building,202-225-4765,,NJ,3,False,3403,0.79,94.12,1.87
K000397,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000397.,Young,,Kim,,1962-10-18,F,R,,RepYoungKim,,,456802,,151787,,N00042386,/m/012c98r4,H8CA39240,https://youngkim.house.gov,,,True,,,,4,2024,378,7,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:40,1306 Longworth House Office Building,202-225-4111,,CA,40,False,0640,1.85,91.35,4.59
K000391,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000391.,Raja,,Krishnamoorthi,,1973-07-19,M,D,,congressmanraja,congressmanraja,,412701,103408,117519,21730,N00033240,/g/11c5m7lxtk,H6IL08147,https://krishnamoorthi.house.gov,https://krishnamoorthi.house.gov/rss.xml,,True,,,,8,2024,378,5,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:il/cd:8,2367 Rayburn House Office Building,202-225-3711,,IL,8,False,1708,1.32,94.62,1.34
K000382,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000382.,Ann,McLane,Kuster,,1956-09-05,F,D,,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,412557,62650,122256,21340,N00030875,/m/064p47_,H0NH02181,https://kuster.house.gov,,,True,,,,12,2024,378,15,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:nh/cd:2,2201 Rayburn House Office Building,202-225-5206,,NH,2,False,3302,3.97,94.48,1.38
K000392,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000392.,David,,Kustoff,,1966-10-08,M,R,,repdavidkustoff,RepDavidKustoff,,412724,28903,48997,21731,N00025445,/g/11c1qmm_nk,H2TN07103,https://kustoff.house.gov,https://kustoff.house.gov/rss.xml,,True,,,,8,2024,378,16,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:tn/cd:8,560 Cannon House Office Building,202-225-4714,,TN,8,False,4708,4.23,95.01,0.83
L000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000585.,Darin,M.,LaHood,,1968-07-05,M,R,,RepLaHood,replahood,,412674,70020,128760,21562,N00037031,/m/0gg7rcy,H6IL18088,https://lahood.house.gov,,,True,,,,10,2024,378,9,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:il/cd:16,1424 Longworth House Office Building,202-225-6201,,IL,16,False,1716,2.38,92.93,2.99
L000598,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000598.,Nick,,LaLota,,1978-06-23,M,R,,RepLaLota,,,456920,,,,,,H2NY01190,https://lalota.house.gov/,,,True,,,,2,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ny/cd:1,1530 Longworth House Office Building,202-225-3826,,NY,1,False,3601,0.26,89.36,6.65
L000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000578.,Doug,,LaMalfa,,1960-07-02,M,R,,RepLaMalfa,RepLaMalfa,RepLaMalfa,412510,68493,29713,21302,N00033987,/m/0288tnx,H2CA02142,https://lamalfa.house.gov,https://lamalfa.house.gov/rss.xml,,True,,,,12,2024,378,14,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:1,408 Cannon House Office Building,202-225-3076,,CA,1,False,0601,3.7,91.74,4.13
L000564,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000564.,Doug,,Lamborn,,1954-05-24,M,R,,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,412191,1022846,2698,20704,N00028133,/m/0fsgdd,H6CO05159,https://lamborn.house.gov,,,True,,,,18,2024,378,6,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:co/cd:5,2371 Rayburn House Office Building,202-225-4422,,CO,5,False,0805,1.59,92.99,2.96
L000601,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000601.,Greg,,Landsman,,1976-12-04,M,D,,,,,456928,,,,,,H2OH01194,https://landsman.house.gov/,,,True,,,,2,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:oh/cd:1,1432 Longworth House Office Building,202-225-2216,,OH,1,False,3901,0.53,89.33,6.67
L000600,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000600.,Nick,,Langworthy,,1981-02-27,M,R,,,,,456927,,,,,,H2NY23228,https://langworthy.house.gov/,,,True,,,,2,2024,378,4,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ny/cd:23,1630 Longworth House Office Building,202-225-3161,,NY,23,False,3623,1.06,93.3,2.68
L000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000560.,Rick,,Larsen,,1965-06-15,M,D,,RepRickLarsen,RepRickLarsen,congressmanlarsen,400232,86610,56231,20145,N00009759,/m/025953,H0WA02080,https://larsen.house.gov,,,True,,,,24,2024,378,5,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:wa/cd:2,2163 Rayburn House Office Building,202-225-2605,,WA,2,False,5302,1.32,93.28,2.69
L000557,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000557.,John,B.,Larson,,1948-07-22,M,D,,RepJohnLarson,RepJohnLarson,RepJohnLarson,400233,36596,17188,29908,N00000575,/m/024zl9,H8CT01046,https://larson.house.gov,https://larson.house.gov/rss.xml,,True,,,,26,2024,378,17,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ct/cd:1,1501 Longworth House Office Building,202-225-2265,,CT,1,False,0901,4.5,94.17,1.67
L000566,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000566.,Robert,E.,Latta,,1956-04-18,M,R,,BobLatta,boblatta,CongressmanBobLatta,412256,1028071,9926,20755,N00012233,/m/02z6_j1,H8OH05036,https://latta.house.gov,https://latta.house.gov/news/rss.aspx,,True,,,,18,2024,378,0,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:oh/cd:5,2467 Rayburn House Office Building,202-225-6405,,OH,5,False,3905,0.0,94.43,1.59
L000266,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000266.,Jake,,LaTurner,,1988-02-17,M,R,,RepLaTurner,,,456824,,,,N00044232,/m/0w32xrn,H0KS02188,https://laturner.house.gov,,,True,,,,4,2024,378,4,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ks/cd:2,2441 Rayburn House Office Building,202-225-6601,,KS,2,False,2002,1.06,94.37,1.61
L000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000599.,Michael,,Lawler,,1986-09-09,M,R,,RepMikeLawler,,,456924,,,,,,H2NY17162,https://lawler.house.gov/,,,True,,,,2,2024,378,4,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:ny/cd:17,1013 Longworth House Office Building,202-225-6506,,NY,17,False,3617,1.06,87.13,8.85
L000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000597.,Laurel,,Lee,,1974-03-26,F,R,,RepLaurelLee,,,456892,,,,,,H2FL15241,https://laurellee.house.gov/,,,True,,,,2,2024,378,2,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:fl/cd:15,1118 Longworth House Office Building,202-225-5626,,FL,15,False,1215,0.53,94.93,1.07
L000590,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000590.,Susie,,Lee,,1966-11-07,F,D,,RepSusieLee,,,412802,,169344,,N00037247,/g/11gtdntn1_,H6NV04020,https://susielee.house.gov,,,True,,,,6,2024,378,3,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:nv/cd:3,365 Cannon House Office Building,202-225-3252,,NV,3,False,3203,0.79,86.9,9.09
L000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000551.,Barbara,,Lee,,1946-07-16,F,D,,RepBarbaraLee,RepBarbaraLee,RepLee,400237,54579,8315,29778,N00008046,/m/024sjy,H8CA09060,https://lee.house.gov,,,True,,,,28,2024,378,36,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:12,2470 Rayburn House Office Building,202-225-2661,,CA,12,False,0612,9.52,92.38,3.23
L000602,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000602.,Summer,,Lee,,1987-11-26,F,D,,,,,456935,,,,,,H2PA18200,https://summerlee.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pa/cd:12,243 Cannon House Office Building,202-225-2135,,PA,12,False,4212,0.0,89.12,6.9
L000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000589.,Debbie,,Lesko,,1958-11-14,F,R,,RepDLesko,RepDebbieLesko,,412745,,106483,21757,N00042056,/m/0zwmkgq,H8AZ08158,https://lesko.house.gov,,,True,,,,8,2024,378,4,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:az/cd:8,1214 Longworth House Office Building,202-225-4576,,AZ,8,False,0408,1.06,91.42,4.56
L000595,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000595.,Julia,,Letlow,,1981-03-16,F,R,,repjulialetlow,,,456859,,195745,,N00047972,,H2LA05126,https://letlow.house.gov,,,True,,,,4,2024,378,2,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:la/cd:5,142 Longworth House Office Building,202-225-8490,,LA,5,False,2205,0.53,94.13,1.87
L000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000593.,Mike,,Levin,,1978-10-28,M,D,,RepMikeLevin,,,412760,,179416,,N00040667,/g/11gjhfrvyp,H8CA49058,https://mikelevin.house.gov,,,True,,,,6,2024,378,0,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:49,2352 Longworth House Office Building,202-225-3906,,CA,49,False,0649,0.0,93.63,2.39
L000582,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000582.,Ted,,Lieu,,1969-03-29,M,D,,RepTedLieu,RepTedLieu,,412616,28076,1516,21507,N00035825,/m/0f3y2w,H4CA33119,https://lieu.house.gov,https://lieu.house.gov/rss.xml,,True,,,,10,2024,378,14,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ca/cd:36,2454 Rayburn House Office Building,202-225-3976,,CA,36,False,0636,3.7,93.94,1.93
L000397,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000397.,Zoe,,Lofgren,,1947-12-21,F,D,,RepZoeLofgren,zoelofgren,RepZoeLofgren,400245,36520,21899,29504,N00007479,/m/024t94,H4CA16049,https://lofgren.house.gov,https://lofgren.house.gov/rss.xml,,True,,,,30,2024,378,12,1,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ca/cd:18,1401 Longworth House Office Building,202-225-3072,,CA,18,False,0618,3.17,93.97,1.92
L000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000583.,Barry,,Loudermilk,,1963-12-22,M,R,,RepLoudermilk,reploudermilk,,412624,76165,31618,21515,N00035347,/m/0wqdmcm,H4GA11061,https://loudermilk.house.gov,,,True,,,,10,2024,378,13,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ga/cd:11,2133 Rayburn House Office Building,202-225-2931,,GA,11,False,1311,3.44,90.93,4.95
