id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,senate_class,state_rank,lis_id
M000844,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000844.,Alan,B.,Mollohan,,1943-05-14,M,D,,,,,400281,8577,,15043,,,,,,,False,,,,6,,,,2016-05-03 15:22:19 -0400,ocd-division/country:us/state:wv/cd:1,,,,WV,1,False,5401,,,
M000865,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000865.,Sonny,,Montgomery,,1920-08-05,M,D,,,,,407838,,,11035,,,,,,,False,,,,22,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:ms/cd:3,,,,MS,3,False,2803,,,
M000881,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000881.,Jim,,Moody,,1935-09-02,,D,,,,,407853,,,15044,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:wi/cd:5,,,,WI,5,False,5505,,,
M000926,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000926.,Carlos,John,Moorhead,,1922-05-06,M,R,,,,,407899,,,14040,,,,,,,False,,,,16,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:ca/cd:22,,,,CA,22,False,0622,,,
M000941,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000941.,Constance,A.,Morella,,1931-02-12,F,R,,,,,400524,,,15433,,,,,,,False,,,,2,,,,2013-04-12 20:12:01 -0400,ocd-division/country:us/state:md/cd:8,,,,MD,8,False,2408,,,
M000992,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000992.,Bruce,Andrew,Morrison,,1944-10-08,,D,,,,,407960,,,15045,,,,,,,False,,,,6,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ct/cd:3,,,,CT,3,False,0903,,,
M000999,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000999.,Sidney,Wallace,Morrison,,1933-05-13,,R,,,,,407967,,,14847,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:wa/cd:4,,,,WA,4,False,5304,,,
M001057,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001057.,Robert,Jan,Mrazek,,1945-11-06,M,D,,,,,408023,,,15046,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:3,,,,NY,3,False,3603,,,
M001088,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001088.,Austin,John,Murphy,,1927-06-17,M,D,,,,,408052,,,14441,,,,,,,False,,,,12,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:pa/cd:22,,,,PA,22,False,4222,,,
M001120,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001120.,John,P.,Murtha,,1932-06-17,M,D,,,,JohnMurtha,400286,,,14072,,/m/02_hqc,,,,,False,,,,16,,,,2016-06-14 16:32:12 -0400,ocd-division/country:us/state:pa/cd:12,,,,PA,12,False,4212,,,
M001130,Representative,Rep.,https://api.propublica.org/congress/v1/members/M001130.,John,T.,Myers,,1927-02-08,M,R,,,,,408092,,,11036,,,,,,,False,,,,22,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:in/cd:7,,,,IN,7,False,1807,,,
N000003,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000003.,David,Ray,Nagle,,1943-04-15,M,D,,,,,408097,,,15434,,,,,,,False,,,,2,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ia/cd:3,,,,IA,3,False,1903,,,
N000009,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000009.,William,H.,Natcher,,1909-09-11,M,D,,,,,408103,,,6845,,,,,,,False,,,,36,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ky/cd:2,,,,KY,2,False,2102,,,
N000016,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000016.,Stephen,Lybrook,Neal,,1934-11-07,M,D,,,,,408109,,,14262,,,,,,,False,,,,14,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:nc/cd:5,,,,NC,5,False,3705,,,
N000032,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000032.,Bill,,Nelson,,1942-09-29,M,D,,SenBillNelson,,senbillnelson,300078,1931,1606,14651,N00009926,/m/01_pb_,,https://www.billnelson.senate.gov,,,False,,,,10,,,,2018-03-07 08:14:09 -0500,ocd-division/country:us/state:fl/cd:11,,,,FL,11,False,1211,,,
N000095,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000095.,William,Flynt,Nichols,,1918-10-16,M,D,,,,,408180,,,11037,,,,,,,False,,,,22,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:al/cd:3,,,,AL,3,False,0103,,,
N000106,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000106.,Howard,Curtis,Nielson,,1924-09-12,M,R,,,,,408190,,,15047,,,,,,,False,,,,6,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ut/cd:3,,,,UT,3,False,4903,,,
N000163,Representative,Rep.,https://api.propublica.org/congress/v1/members/N000163.,Henry,James,Nowak,,1935-02-21,M,D,,,,,408244,,,14264,,,,,,,False,,,,14,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:33,,,,NY,33,False,3633,,,
O000001,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000001.,Mary,Rose,Oakar,,1940-03-05,F,D,,,,,408313,,,14443,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:oh/cd:20,,,,OH,20,False,3920,,,
O000006,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000006.,James,L.,Oberstar,,1934-09-10,M,D,,JimOberstar,,RepOberstar,400299,457,,14265,,,,,,,False,,,,14,,,,2016-05-03 15:22:19 -0400,ocd-division/country:us/state:mn/cd:8,,,,MN,8,False,2708,,,
O000007,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000007.,David,R.,Obey,,1938-10-03,M,D,,,,CongressmanDaveObey,400300,1621,,12036,,,,,,,False,,,,20,,,,2016-05-03 15:22:19 -0400,ocd-division/country:us/state:wi/cd:7,,,,WI,7,False,5507,,,
O000069,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000069.,James,R.,Olin,,1920-02-28,M,D,,,,,408342,,,15048,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:va/cd:6,,,,VA,6,False,5106,,,
O000107,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000107.,Solomon,P.,Ortiz,,1938-06-03,M,D,,,,,400302,2070,,15049,,/m/03twkj,,,,,False,,,,6,,,,2016-06-14 16:32:33 -0400,ocd-division/country:us/state:tx/cd:27,,,,TX,27,False,4827,,,
O000156,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000156.,Douglas,Wayne,Owens,,1937-05-02,M,D,,,,,408407,,,14042,,,,,,,False,,,,4,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ut/cd:2,,,,UT,2,False,4902,,,
O000159,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000159.,Major,R.,Owens,,1936-06-28,M,D,,,,,400306,,,15050,,,,,,,False,,,,6,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:ny/cd:12,,,,NY,12,False,3612,,,
O000163,Representative,Rep.,https://api.propublica.org/congress/v1/members/O000163.,Michael,G.,Oxley,,1944-02-11,M,R,,,,,400307,,,14875,,,,,,,False,,,,8,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:oh/cd:4,,,,OH,4,False,3904,,,
P000005,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000005.,Ron,,Packard,,1931-01-19,M,R,,,,,400601,,,15051,,,,,,,False,,,,6,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:ca/cd:43,,,,CA,43,False,0643,,,
P000047,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000047.,Leon,E.,Panetta,,1938-06-28,M,D,,,,,408457,,,14444,,,,,,,False,,,,12,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ca/cd:16,,,,CA,16,False,0616,,,
P000080,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000080.,Stanford,E.,Parris,,1929-09-09,,R,,,,,408490,,,14043,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:va/cd:8,,,,VA,8,False,5108,,,
P000097,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000097.,Charles,,Pashayan,,1941-03-27,M,R,,,,,408506,,,14652,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ca/cd:17,,,,CA,17,False,0617,,,
P000112,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000112.,Elizabeth,J.,Patterson,,1939-11-18,F,D,,,,,408520,,,15435,,,,,,,False,,,,2,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:sc/cd:4,,,,SC,4,False,4504,,,
P000152,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000152.,Lewis,F.,Payne,Jr.,1945-07-09,M,D,,,,,408556,,,15451,,,,,,,False,,,,2,,,,2017-11-29 06:35:54 -0500,ocd-division/country:us/state:va/cd:5,,,,VA,5,False,5105,,,
P000170,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000170.,Donald,James,Pease,,1931-09-26,M,D,,,,,408575,,,14445,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:oh/cd:13,,,,OH,13,False,3913,,,
P000197,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000197.,Nancy,,Pelosi,,1940-03-26,F,D,,SpeakerPelosi,NancyPelosi,nancypelosi,400314,6153,26732,15448,N00007360,/m/012v1t,,https://pelosi.house.gov,https://pelosi.house.gov/rss.xml,,False,,,,2,,,,2021-03-02 02:35:50 -0500,ocd-division/country:us/state:ca/cd:5,,,,CA,5,False,0605,,,
P000215,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000215.,Timothy,J.,Penny,,1951-11-19,M,D,,,,,408618,,,15052,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:mn/cd:1,,,,MN,1,False,2701,,,
P000218,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000218.,Claude,Denson,Pepper,,1900-09-08,M,D,,,,,408621,,,7333,,,,,,,False,,,,26,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:fl/cd:18,,,,FL,18,False,1218,,,
P000229,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000229.,Carl,Christopher,Perkins,,1954-08-06,M,D,,,,,408632,,,15228,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ky/cd:7,,,,KY,7,False,2107,,,
P000265,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000265.,Tom,,Petri,,1940-05-28,M,R,,,thomaspetri,TomPetri,400318,3190,,14675,,/m/024tmj,,http://petri.house.gov,,,False,,,,10,,,,2016-06-14 16:32:36 -0400,ocd-division/country:us/state:wi/cd:6,,,,WI,6,False,5506,,,
P000326,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000326.,Owen,B.,Pickett,,1930-08-31,M,D,,,,,400603,,,15436,,,,,,,False,,,,2,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:va/cd:2,,,,VA,2,False,5102,,,
P000328,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000328.,J.J.,,Pickle,,1913-10-11,M,D,,,,,408725,,,10614,,,,,,,False,,,,26,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:tx/cd:10,,,,TX,10,False,4810,,,
P000444,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000444.,John,Edward,Porter,,1935-06-01,M,R,,,,,400604,,,14677,,,,,,,False,,,,10,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:il/cd:10,,,,IL,10,False,1710,,,
P000523,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000523.,David,E.,Price,,1940-08-17,M,D,,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,400326,6748,119,15438,N00002260,/m/034dxn,,https://price.house.gov,https://price.house.gov/rss.xml,,False,,,,2,,,,2021-03-02 02:35:51 -0500,ocd-division/country:us/state:nc/cd:4,,,,NC,4,False,3704,,,
P000522,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000522.,Charles,Melvin,Price,,1905-01-01,M,D,,,,,408907,,,7610,,,,,,,False,,,,44,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:il/cd:21,,,,IL,21,False,1721,,,
P000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000574.,Carl,Duane,Pursell,,1932-12-19,M,R,,,,,408957,,,14446,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:mi/cd:2,,,,MI,2,False,2602,,,
Q000013,Representative,Rep.,https://api.propublica.org/congress/v1/members/Q000013.,James,Henry,Quillen,,1916-01-11,M,R,,,,,408976,,,10616,,,,,,,False,,,,26,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:tn/cd:1,,,,TN,1,False,4701,,,
R000011,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000011.,Nick,J.,Rahall,II,1949-05-20,M,D,,,NickRahall,NRAHALLWV03,400331,8272,,14448,,/m/024zc8,,http://rahall.house.gov,,,False,,,,12,,,,2017-11-29 06:35:55 -0500,ocd-division/country:us/state:wv/cd:4,,,,WV,4,False,5404,,,
R000053,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000053.,Charles,B.,Rangel,,1930-06-11,M,D,,CBRangel,CBRangel,RepRangel,400333,1745,,13035,,/m/024_vw,,http://rangel.house.gov,,,False,,,,18,,,,2016-06-14 16:32:48 -0400,ocd-division/country:us/state:ny/cd:16,,,,NY,16,False,3616,,,
R000072,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000072.,Arthur,,Ravenel,,1927-03-29,M,R,,,,,409052,,,15438,,,,,,,False,,,,2,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:sc/cd:1,,,,SC,1,False,4501,,,
R000080,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000080.,Richard,Belmont,Ray,,1927-02-02,M,D,,,,,409060,,,15053,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ga/cd:3,,,,GA,3,False,1303,,,
R000141,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000141.,Ralph,,Regula,,1924-12-03,M,R,,,,,400334,,,14045,,,,,,,False,,,,16,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:oh/cd:16,,,,OH,16,False,3916,,,
R000189,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000189.,John,Jacob,Rhodes,,1943-09-08,M,R,,,,,409165,,,15439,,,,,,,False,,,,2,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:az/cd:1,,,,AZ,1,False,0401,,,
R000229,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000229.,Bill,,Richardson,,1947-11-15,M,D,,,,,409205,,,15055,,,,,,,False,,,,6,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:nm/cd:3,,,,NM,3,False,3503,,,
R000243,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000243.,Thomas,J.,Ridge,,1945-08-26,M,R,,,,,409219,,,15056,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:pa/cd:21,,,,PA,21,False,4221,,,
R000262,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000262.,Matthew,John,Rinaldo,,1931-09-01,M,R,,,,,409237,,,14046,,,,,,,False,,,,16,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:nj/cd:7,,,,NJ,7,False,3407,,,
R000277,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000277.,Donald,Lawrence,Ritter,,1940-10-21,M,R,,,,,409251,,,14654,,,,,,,False,,,,10,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:pa/cd:15,,,,PA,15,False,4215,,,
R000307,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000307.,Pat,,Roberts,,1936-04-20,M,R,,SenPatRoberts,SenPatRoberts,SenPatRoberts,300083,16354,26866,14852,N00005285,/m/01_pdv,,https://www.roberts.senate.gov,https://www.roberts.senate.gov/public/index.cfm?a=RSS.Feed,,False,,,,8,,,,2019-01-06 15:20:48 -0500,ocd-division/country:us/state:ks/cd:1,,,,KS,1,False,2001,,,
R000354,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000354.,Tommy,Franklin,Robinson,,1942-03-07,,D,,,,,409325,,,15229,,,,,,,False,,,,4,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ar/cd:2,,,,AR,2,False,0502,,,
R000374,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000374.,Peter,Wallace,Rodino,,1909-06-07,M,D,,,,,409344,,,8010,,,,,,,False,,,,40,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:nj/cd:10,,,,NJ,10,False,3410,,,
R000383,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000383.,Robert,A.,Roe,,1924-02-28,M,D,,,,,409353,,,12042,,,,,,,False,,,,20,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:nj/cd:8,,,,NJ,8,False,3408,,,
R000384,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000384.,Charles,Elson,Roemer,,1943-10-04,M,D,,,,,409354,,,14853,,,,,,,False,,,,8,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:la/cd:4,,,,LA,4,False,2204,,,
R000395,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000395.,Harold,,Rogers,,1937-12-31,M,R,,RepHalRogers,CongressmanHalRogers,RepHalRogers,400340,6739,26875,14854,N00003473,/m/025jnx,,https://halrogers.house.gov,,,False,,,,8,,,,2021-03-02 02:35:52 -0500,ocd-division/country:us/state:ky/cd:5,,,,KY,5,False,2105,,,
R000436,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000436.,Charles,Grandison,Rose,,1939-08-10,M,D,,,,,409400,,,14048,,,,,,,False,,,,16,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:nc/cd:7,,,,NC,7,False,3707,,,
R000458,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000458.,Daniel,David,Rostenkowski,,1928-01-02,M,D,,,,,409422,,,8080,,,,,,,False,,,,30,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:il/cd:8,,,,IL,8,False,1708,,,
R000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000459.,Toby,A.,Roth,,1938-10-10,M,R,,,,,409423,,,14655,,,,,,,False,,,,10,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:wi/cd:8,,,,WI,8,False,5508,,,
R000465,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000465.,Marge,,Roukema,,1929-09-19,F,R,,,,,400533,,,14855,,,,,,,False,,,,8,,,,2013-04-12 20:12:01 -0400,ocd-division/country:us/state:nj/cd:5,,,,NJ,5,False,3405,,,
R000482,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000482.,John,,Rowland,,1957-05-24,M,R,,,,,409443,,,15230,,,,,,,False,,,,4,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ct/cd:5,,,,CT,5,False,0905,,,
R000481,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000481.,James,Roy,Rowland,,1926-02-03,M,D,,,,,409442,,,15057,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ga/cd:8,,,,GA,8,False,1308,,,
R000485,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000485.,Edward,Ross,Roybal,,1916-02-10,M,D,,,,,409446,,,10621,,,,,,,False,,,,26,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ca/cd:25,,,,CA,25,False,0625,,,
R000543,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000543.,Martin,Anthony,Russo,,1944-01-23,M,D,,,,,409500,,,14271,,,,,,,False,,,,14,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:il/cd:3,,,,IL,3,False,1703,,,
S000005,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000005.,Martin,Olav,Sabo,,1938-02-28,M,D,,,,,400354,,,14656,,,,,,,False,,,,10,,,,2008-08-22 06:19:44 -0400,ocd-division/country:us/state:mn/cd:5,,,,MN,5,False,2705,,,
S000014,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000014.,Patricia,Fukuda,Saiki,,1930-05-28,F,R,,,,,409534,,,15440,,,,,,,False,,,,2,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:hi/cd:1,,,,HI,1,False,1501,,,
S000081,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000081.,Gus,,Savage,,1925-10-30,,D,,,,,409593,,,14856,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:il/cd:2,,,,IL,2,False,1702,,,
S000094,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000094.,Tom,,Sawyer,,1945-08-15,M,D,,,,,400539,,,15441,,,,,,,False,,,,2,,,,2008-08-22 06:20:33 -0400,ocd-division/country:us/state:oh/cd:14,,,,OH,14,False,3914,,,
S000097,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000097.,H. James,,Saxton,,1943-01-22,M,R,,,,,400359,,,15231,,,,,,,False,,,,4,,,,2008-08-22 06:20:18 -0400,ocd-division/country:us/state:nj/cd:13,,,,NJ,13,False,3413,,,
S000109,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000109.,Dan,,Schaefer,,1936-01-25,M,R,,,,,409618,,,15081,,,,,,,False,,,,6,,,,2008-08-22 06:20:47 -0400,ocd-division/country:us/state:co/cd:6,,,,CO,6,False,0806,,,
S000124,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000124.,James,Haas,Scheuer,,1920-02-06,M,D,,,,,409632,,,10768,,,,,,,False,,,,22,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:8,,,,NY,8,False,3608,,,
S000136,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000136.,Claudine,,Schneider,,1947-03-25,F,R,,,,,409644,,,14857,,,,,,,False,,,,8,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ri/cd:2,,,,RI,2,False,4402,,,
S000142,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000142.,Patricia,Scott,Schroeder,,1940-07-30,F,D,,,,,409650,,,14051,,,,,,,False,,,,16,,,,2008-08-22 06:19:54 -0400,ocd-division/country:us/state:co/cd:1,,,,CO,1,False,0801,,,
S000143,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000143.,Bill,,Schuette,,1953-10-13,,R,,,,,409651,,,15232,,,,,,,False,,,,4,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:mi/cd:10,,,,MI,10,False,2610,,,
S000146,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000146.,Richard,Taylor,Schulze,,1929-08-07,M,R,,,,,409654,,,14273,,,,,,,False,,,,14,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:pa/cd:5,,,,PA,5,False,4205,,,
S000148,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000148.,Charles,E.,Schumer,,1950-11-23,M,D,,SenSchumer,senschumer,SenatorSchumer,300087,5929,26976,14858,N00001093,/m/01w74d,,https://www.schumer.senate.gov,,,False,,,,8,,,,2019-01-06 15:20:46 -0500,ocd-division/country:us/state:ny/cd:10,,,,NY,10,False,3610,,,
S000244,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000244.,F.,James,Sensenbrenner,,1943-06-14,M,R,,JimPressOffice,RepSensenbrenner,RepSensenbrenner,400365,1507,27142,14657,N00004291,/m/024tp2,,https://sensenbrenner.house.gov,,,False,,,,10,,,,2018-03-07 08:15:03 -0500,ocd-division/country:us/state:wi/cd:9,,,,WI,9,False,5509,,,
S000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000294.,Philip,Riley,Sharp,,1942-07-15,M,D,,,,,409793,,,14274,,,,,,,False,,,,14,,,,2008-08-22 06:20:39 -0400,ocd-division/country:us/state:in/cd:2,,,,IN,2,False,1802,,,
S000303,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000303.,E. Clay,,Shaw,,1939-04-19,M,R,,,,,400369,,,14860,,,,,,,False,,,,8,,,,2010-07-07 13:40:34 -0400,ocd-division/country:us/state:fl/cd:15,,,,FL,15,False,1215,,,
S001144,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001144.,Christopher,H.,Shays,,1945-10-18,M,R,,,,,400370,,,15448,,,,,,,False,,,,2,,,,2008-08-22 06:21:06 -0400,ocd-division/country:us/state:ct/cd:4,,,,CT,4,False,0904,,,
S000393,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000393.,Norman,David,Shumway,,1934-07-28,,R,,,,,409887,,,14660,,,,,,,False,,,,10,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ca/cd:14,,,,CA,14,False,0614,,,
S000394,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000394.,Bud,,Shuster,,1932-01-23,M,R,,,,,400374,,,14052,,,,,,,False,,,,16,,,,2010-07-07 13:40:35 -0400,ocd-division/country:us/state:pa/cd:14,,,,PA,14,False,4214,,,
S000394,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000394.,Bud,,Shuster,,1932-01-23,M,R,,,,,400374,,,14052,,,,,,,False,,,,16,,,,2010-07-07 13:40:35 -0400,ocd-division/country:us/state:pa/cd:9,,,,PA,9,False,4209,,,
S000407,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000407.,Gerald,Edward,Sikorski,,1948-04-26,,D,,,,,409901,,,15058,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:mn/cd:6,,,,MN,6,False,2706,,,
S000453,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000453.,Norman,,Sisisky,,1927-06-09,M,D,,,,,400609,,,15059,,,,,,,False,,,,6,,,,2008-08-22 06:19:57 -0400,ocd-division/country:us/state:va/cd:4,,,,VA,4,False,5104,,,
S000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000462.,David,E.,Skaggs,,1943-02-22,M,D,,,,,409954,,,15442,,,,,,,False,,,,2,,,,2008-08-22 06:21:02 -0400,ocd-division/country:us/state:co/cd:2,,,,CO,2,False,0802,,,
S000463,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000463.,Joe,,Skeen,,1927-06-30,M,R,,,,,400534,,,14861,,,,,,,False,,,,8,,,,2008-08-22 06:19:51 -0400,ocd-division/country:us/state:nm/cd:2,,,,NM,2,False,3502,,,
S000465,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000465.,Ike,,Skelton,,1931-12-20,M,D,,,,,400377,449,,14451,,/m/02tjwd,,,,,False,,,,12,,,,2016-06-14 16:33:06 -0400,ocd-division/country:us/state:mo/cd:4,,,,MO,4,False,2904,,,
S000477,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000477.,James,Charles,Slattery,,1948-08-04,M,D,,,,,409966,,,15060,,,,,,,False,,,,6,,,,2008-08-22 06:20:23 -0400,ocd-division/country:us/state:ks/cd:2,,,,KS,2,False,2002,,,
